No.,Chemical compound,K,Logk,Cas,Smiles,Ph,T,Ref,Chemical_class_27,Chemical_class_coarse,InChI,InChIKey
166,pyrimidine,500000000,8.698970004,767-79-3,C1=CN=CN=C1,7,,https://doi.org/10.1021/acs.est.9b02462,cyclo,Aromatic & PAHs,InChI=1S/C4H4N2/c1-2-5-4-6-3-1/h1-4H,CZPWVGJYEJSRLH-UHFFFAOYSA-N
167,pyrocatechol,28200000000,10.45024911,3117-41-7,C1=CC=C(C(=C1)O)O,7,,https://doi.org/10.1021/acs.est.9b02462,halogenated,Halogenated organics,"InChI=1S/C6H6O2/c7-5-3-1-2-4-6(5)8/h1-4,7-8H",YCIMNLLNPGFGHC-UHFFFAOYSA-N
168,"TMBd (1,3,5-trimethoxybenzene)",13300000000,10.12385164,621-23-8,COc1cc(OC)cc(OC)c1,7,,https://doi.org/10.1021/acs.est.9b02462,alcohol,Oxygenated organics,"InChI=1S/C9H12O3/c1-10-7-4-8(11-2)6-9(5-7)12-3/h4-6H,1-3H3",LKUDPHPHKOZXCD-UHFFFAOYSA-N
169,benzoic acid,18000000000,10.25527251,183430-27-5,C1=CC=C(C=C1)C(=O)O,,,https://doi.org/10.1021/es4036094,halogenated,Halogenated organics,"InChI=1S/C7H6O2/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H,8,9)",WPYMKLBDIGXBTP-UHFFFAOYSA-N
170,"1,4- dimethoxybenzene",18000000000,10.25527251,150-78-7,COc1ccc(OC)cc1,,,https://doi.org/10.1021/acs.est.9b00959,alcohol,Oxygenated organics,"InChI=1S/C8H10O2/c1-9-7-3-5-8(10-2)6-4-7/h3-6H,1-2H3",OHBQPCCCRFSCAX-UHFFFAOYSA-N
171,Quinoline,12000000000,10.07918125,91-22-5,C1=CC=C2C(=C1)C=CC=N2,,,NIST,halogenated,Halogenated organics,InChI=1S/C9H7N/c1-2-6-9-8(4-1)5-3-7-10-9/h1-7H,SMWDFEZZVXVKRB-UHFFFAOYSA-N
172,Propanoic acid,600000000,8.77815125,79-09-4,CCC(=O)O,,,NIST,alkane,Aliphatic hydrocarbons,"InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)",XBDQKXXYIPTUBI-UHFFFAOYSA-N
173,Propanoic acid,200000000,8.301029996,79-09-4,CCC(=O)O,,,NIST,alkane,Aliphatic hydrocarbons,"InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)",XBDQKXXYIPTUBI-UHFFFAOYSA-N
174,Hypochlorous acid,3000000000,9.477121255,7790-92-3,OCl,,,NIST,alcohol,Oxygenated organics,InChI=1S/ClHO/c1-2/h2H,QWPPOHNGKGFGJK-UHFFFAOYSA-N
175,Water,250000,5.397940009,7732-18-5,O,,,NIST,alcohol,Oxygenated organics,InChI=1S/H2O/h1H2,XLYOFNOQVPJJNP-UHFFFAOYSA-N
176,Water,160000,5.204119983,7732-18-5,O,,,NIST,alcohol,Oxygenated organics,InChI=1S/H2O/h1H2,XLYOFNOQVPJJNP-UHFFFAOYSA-N
177,"2-Propanol, 2-methyl-",300000000,8.477121255,75-65-0,CC(C)(C)O,,,NIST,alkane,Aliphatic hydrocarbons,"InChI=1S/C4H10O/c1-4(2,3)5/h5H,1-3H3",DKGAVHZHDRPRBM-UHFFFAOYSA-N
178,"2-Propanol, 2-methyl-",1500000000,9.176091259,75-65-0,CC(C)(C)O,,,NIST,alkane,Aliphatic hydrocarbons,"InChI=1S/C4H10O/c1-4(2,3)5/h5H,1-3H3",DKGAVHZHDRPRBM-UHFFFAOYSA-N
179,"2-Propanol, 2-methyl-",700000000,8.84509804,75-65-0,CC(C)(C)O,2,,NIST,alkane,Aliphatic hydrocarbons,"InChI=1S/C4H10O/c1-4(2,3)5/h5H,1-3H3",DKGAVHZHDRPRBM-UHFFFAOYSA-N
180,"Carbonate, hydrogen",220000000,8.342422681,71-52-3,C(=O)(O)[O-],,,NIST,halogenated,Halogenated organics,"InChI=1S/CH2O3/c2-1(3)4/h(H2,2,3,4)/p-1",BVKZGUZCCUSVTD-UHFFFAOYSA-M
181,Isopropyl Alcohol,6000000000,9.77815125,67-63-0,CC(C)O,,,NIST,alkane,Aliphatic hydrocarbons,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",KFZMGEQAYNKOFK-UHFFFAOYSA-N
182,Acetic acid,200000000,8.301029996,64-19-7,CC(=O)O,,,NIST,alkane,Aliphatic hydrocarbons,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",QTBSBXVTEAMEQO-UHFFFAOYSA-N
183,Ethanol,750000000,8.875061263,64-17-5,CCO,,,NIST,alkane,Aliphatic hydrocarbons,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",LFQSCWFLJHTTHZ-UHFFFAOYSA-N
184,Ethanol,1500000000,9.176091259,64-17-5,CCO,,,NIST,alkane,Aliphatic hydrocarbons,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",LFQSCWFLJHTTHZ-UHFFFAOYSA-N
185,Carbon trioxide,500000000,8.698970004,3812-32-6,C(=O)([O])[O],,,NIST,halogenated,Halogenated organics,InChI=1S/CO3/c2-1(3)4,DPFFXSPEODLYOH-UHFFFAOYSA-N
186,Chlorine atom,88000000,7.944482672,22537-15-1,Cl,,,NIST,halogenated,Halogenated organics,InChI=1S/ClH/h1H,VEXZGXHMUGYJMC-UHFFFAOYSA-N
187,Chlorine atom,250000000,8.397940009,22537-15-1,Cl,,,NIST,halogenated,Halogenated organics,InChI=1S/ClH/h1H,VEXZGXHMUGYJMC-UHFFFAOYSA-N
188,Chlorine atom,760000000,8.880813592,22537-15-1,Cl,,,NIST,halogenated,Halogenated organics,InChI=1S/ClH/h1H,VEXZGXHMUGYJMC-UHFFFAOYSA-N
189,Chlorine anion,8000000000,9.903089987,16887-00-6,[Cl-],3.5,,NIST,halogenated,Halogenated organics,InChI=1S/ClH/h1H/p-1,VEXZGXHMUGYJMC-UHFFFAOYSA-M
190,Chlorine anion,6500000000,9.812913357,16887-00-6,[Cl-],,,NIST,halogenated,Halogenated organics,InChI=1S/ClH/h1H/p-1,VEXZGXHMUGYJMC-UHFFFAOYSA-M
191,Chlorine anion,21000000000,10.32221929,16887-00-6,[Cl-],2,,NIST,halogenated,Halogenated organics,InChI=1S/ClH/h1H/p-1,VEXZGXHMUGYJMC-UHFFFAOYSA-M
192,Ferrous ion,13000000000,10.11394335,15438-31-0,[Fe+2],0,,NIST,halogenated,Halogenated organics,InChI=1S/Fe/q+2,CWYNVVGOOAEACU-UHFFFAOYSA-N
193,Sulfate ion,250000000,8.397940009,14808-79-8,[O-]S(=O)(=O)[O-],6.2,,NIST,"sulfide, disulfide",Sulfur-containing organics,"InChI=1S/H2O4S/c1-5(2,3)4/h(H2,1,2,3,4)/p-2",QAOWNCQODCNURD-UHFFFAOYSA-L
194,hypochlorite,8200000000,9.913813852,14380-61-1,[O-]Cl,,,NIST,halogenated,Halogenated organics,InChI=1S/ClO/c1-2/q-1,WQYVRQLZKVEZGA-UHFFFAOYSA-N
195,Hydroxyl anion,18000000000,10.25527251,14280-30-9,[OH-],,,NIST,alcohol,Oxygenated organics,InChI=1S/H2O/h1H2/p-1,XLYOFNOQVPJJNP-UHFFFAOYSA-M
196,Tetrachloroethylene,280000000,8.447158031,127-18-4,C(=C(Cl)Cl)(Cl)Cl,,,NIST,alkane,Aliphatic hydrocarbons,InChI=1S/C2Cl4/c3-1(4)2(5)6,CYTYCFOTNPOANT-UHFFFAOYSA-N
197,Fumaric Acid,3000000000,9.477121255,110-17-8,C(=C/C(=O)O)\C(=O)O,,,NIST,halogenated,Halogenated organics,"InChI=1S/C4H4O4/c5-3(6)1-2-4(7)8/h1-2H,(H,5,6)(H,7,8)/b2-1+",VZCYOOQTPOCHFL-OWOJBTEDSA-N
198,H2O,160000,5.204119983,19215-29-3,O,,,https://doi.org/10.1002/bbpc.19850890309,alcohol,Oxygenated organics,InChI=1S/H2O/h1H2,XLYOFNOQVPJJNP-UHFFFAOYSA-N
